city,country,latitude,longitude,timestamp_utc,aqi,pm25,pm10,no2,o3
London,England,51.5074,-0.1278,2026-02-26 06:00:00+00:00,2.0,13.97,22.62,16.75,48.47
Madrid,Spain,40.4168,-3.7038,2026-02-26 06:00:00+00:00,2.0,16.05,35.24,4.97,31.44
Mahajanga,Madagascar,-15.7167,46.3167,2026-02-26 06:00:00+00:00,1.0,0.64,1.0,0.12,5.65
Paris,France,48.8566,2.3522,2026-02-26 06:00:00+00:00,2.0,14.19,17.81,2.46,64.58
Toamasina,Madagascar,-18.1492,49.4023,2026-02-26 06:00:00+00:00,1.0,1.22,2.06,0.52,12.32
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-26 07:00:00+00:00,1.0,0.9,2.02,0.2,15.78
Antsirabe,Madagascar,-19.8659,47.0333,2026-02-26 07:00:00+00:00,1.0,0.5,0.58,0.13,13.69
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-02-26 07:00:00+00:00,1.0,0.63,0.8,0.12,19.4
London,England,51.5074,-0.1278,2026-02-26 07:00:00+00:00,2.0,13.04,21.3,14.06,51.31
Madrid,Spain,40.4168,-3.7038,2026-02-26 07:00:00+00:00,2.0,14.71,29.53,5.52,30.46
Mahajanga,Madagascar,-15.7167,46.3167,2026-02-26 07:00:00+00:00,1.0,0.5,0.65,0.06,14.51
Paris,France,48.8566,2.3522,2026-02-26 07:00:00+00:00,2.0,14.75,19.31,2.88,64.75
Toamasina,Madagascar,-18.1492,49.4023,2026-02-26 07:00:00+00:00,1.0,0.53,0.86,0.19,15.9
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-26 08:00:00+00:00,1.0,0.63,1.33,0.12,18.07
Antsirabe,Madagascar,-19.8659,47.0333,2026-02-26 08:00:00+00:00,1.0,0.5,0.52,0.1,15.74
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-02-26 08:00:00+00:00,1.0,0.6,0.78,0.1,19.61
London,England,51.5074,-0.1278,2026-02-26 08:00:00+00:00,2.0,11.42,18.7,12.34,54.83
Madrid,Spain,40.4168,-3.7038,2026-02-26 08:00:00+00:00,2.0,13.55,25.36,5.76,30.48
Mahajanga,Madagascar,-15.7167,46.3167,2026-02-26 08:00:00+00:00,1.0,0.5,0.55,0.04,15.31
Paris,France,48.8566,2.3522,2026-02-26 08:00:00+00:00,2.0,14.86,20.38,3.23,65.07
Toamasina,Madagascar,-18.1492,49.4023,2026-02-26 08:00:00+00:00,1.0,0.5,0.71,0.12,16.64
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-26 09:00:00+00:00,1.0,0.64,1.28,0.1,18.58
Antsirabe,Madagascar,-19.8659,47.0333,2026-02-26 09:00:00+00:00,1.0,0.5,0.5,0.09,16.45
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-02-26 09:00:00+00:00,1.0,0.58,0.76,0.09,19.84
London,England,51.5074,-0.1278,2026-02-26 09:00:00+00:00,2.0,8.55,14.46,10.67,61.41
Madrid,Spain,40.4168,-3.7038,2026-02-26 09:00:00+00:00,2.0,12.51,22.26,4.51,33.67
Mahajanga,Madagascar,-15.7167,46.3167,2026-02-26 09:00:00+00:00,1.0,0.5,0.54,0.03,15.25
Paris,France,48.8566,2.3522,2026-02-26 09:00:00+00:00,2.0,14.84,21.37,3.09,65.79
Toamasina,Madagascar,-18.1492,49.4023,2026-02-26 09:00:00+00:00,1.0,0.5,0.67,0.09,17.27
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-26 10:00:00+00:00,1.0,0.71,1.32,0.1,18.92
Antsirabe,Madagascar,-19.8659,47.0333,2026-02-26 10:00:00+00:00,1.0,0.5,0.5,0.1,17.09
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-02-26 10:00:00+00:00,1.0,0.58,0.74,0.08,20.36
London,England,51.5074,-0.1278,2026-02-26 10:00:00+00:00,2.0,5.26,9.77,8.31,70.44
Madrid,Spain,40.4168,-3.7038,2026-02-26 10:00:00+00:00,2.0,10.96,18.61,3.35,45.96
Mahajanga,Madagascar,-15.7167,46.3167,2026-02-26 10:00:00+00:00,1.0,0.5,0.55,0.03,14.43
Paris,France,48.8566,2.3522,2026-02-26 10:00:00+00:00,2.0,14.79,22.07,2.76,67.5
Toamasina,Madagascar,-18.1492,49.4023,2026-02-26 10:00:00+00:00,1.0,0.5,0.68,0.08,17.81
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-26 11:00:00+00:00,1.0,0.76,1.37,0.11,18.64
Antsirabe,Madagascar,-19.8659,47.0333,2026-02-26 11:00:00+00:00,1.0,0.5,0.5,0.1,17.21
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-02-26 11:00:00+00:00,1.0,0.57,0.71,0.07,20.29
London,England,51.5074,-0.1278,2026-02-26 11:00:00+00:00,2.0,3.57,7.38,6.81,76.52
Madrid,Spain,40.4168,-3.7038,2026-02-26 11:00:00+00:00,1.0,9.76,15.67,2.72,53.84
Mahajanga,Madagascar,-15.7167,46.3167,2026-02-26 11:00:00+00:00,1.0,0.5,0.55,0.03,13.26
Paris,France,48.8566,2.3522,2026-02-26 11:00:00+00:00,2.0,14.63,22.16,2.42,69.58
Toamasina,Madagascar,-18.1492,49.4023,2026-02-26 11:00:00+00:00,1.0,0.51,0.73,0.08,18.2
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-26 12:00:00+00:00,1.0,0.77,1.37,0.15,17.76
Antsirabe,Madagascar,-19.8659,47.0333,2026-02-26 12:00:00+00:00,1.0,0.5,0.5,0.1,16.99
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-02-26 12:00:00+00:00,1.0,0.54,0.65,0.06,20.45
London,England,51.5074,-0.1278,2026-02-26 12:00:00+00:00,2.0,2.92,6.55,5.92,80.42
Madrid,Spain,40.4168,-3.7038,2026-02-26 12:00:00+00:00,2.0,9.26,14.11,2.39,62.6
Mahajanga,Madagascar,-15.7167,46.3167,2026-02-26 12:00:00+00:00,1.0,0.5,0.55,0.04,12.48
Paris,France,48.8566,2.3522,2026-02-26 12:00:00+00:00,2.0,14.4,22.33,2.05,73.77
Toamasina,Madagascar,-18.1492,49.4023,2026-02-26 12:00:00+00:00,1.0,0.52,0.79,0.08,18.91
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-26 13:00:00+00:00,1.0,0.77,1.44,0.23,16.19
Antsirabe,Madagascar,-19.8659,47.0333,2026-02-26 13:00:00+00:00,1.0,0.5,0.51,0.11,15.61
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-02-26 13:00:00+00:00,1.0,0.52,0.59,0.06,21.0
London,England,51.5074,-0.1278,2026-02-26 13:00:00+00:00,2.0,2.62,6.23,5.35,82.91
Madrid,Spain,40.4168,-3.7038,2026-02-26 13:00:00+00:00,2.0,8.18,13.24,1.32,87.44
Mahajanga,Madagascar,-15.7167,46.3167,2026-02-26 13:00:00+00:00,1.0,0.5,0.56,0.05,11.12
Paris,France,48.8566,2.3522,2026-02-26 13:00:00+00:00,2.0,13.11,24.11,1.46,86.95
Toamasina,Madagascar,-18.1492,49.4023,2026-02-26 13:00:00+00:00,1.0,0.55,0.91,0.1,19.44
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-26 14:00:00+00:00,1.0,0.81,1.65,0.31,14.77
Antsirabe,Madagascar,-19.8659,47.0333,2026-02-26 14:00:00+00:00,1.0,0.5,0.56,0.14,13.9
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-02-26 14:00:00+00:00,1.0,0.54,0.63,0.11,20.92
London,England,51.5074,-0.1278,2026-02-26 14:00:00+00:00,2.0,2.46,5.97,5.28,83.02
Madrid,Spain,40.4168,-3.7038,2026-02-26 14:00:00+00:00,2.0,7.76,12.72,0.85,94.65
Mahajanga,Madagascar,-15.7167,46.3167,2026-02-26 14:00:00+00:00,1.0,0.51,0.57,0.07,9.51
Paris,France,48.8566,2.3522,2026-02-26 14:00:00+00:00,2.0,12.79,25.27,1.25,92.06
Toamasina,Madagascar,-18.1492,49.4023,2026-02-26 14:00:00+00:00,1.0,0.61,1.08,0.15,19.43
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-26 15:00:00+00:00,1.0,0.89,1.87,0.4,13.77
Antsirabe,Madagascar,-19.8659,47.0333,2026-02-26 15:00:00+00:00,1.0,0.5,0.64,0.17,12.93
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-02-26 15:00:00+00:00,1.0,0.56,0.68,0.17,20.81
London,England,51.5074,-0.1278,2026-02-26 15:00:00+00:00,2.0,2.43,5.88,5.41,82.33
Madrid,Spain,40.4168,-3.7038,2026-02-26 15:00:00+00:00,2.0,7.34,11.9,0.7,96.91
Mahajanga,Madagascar,-15.7167,46.3167,2026-02-26 15:00:00+00:00,1.0,0.51,0.57,0.08,8.52
Paris,France,48.8566,2.3522,2026-02-26 15:00:00+00:00,2.0,12.68,25.66,1.24,93.64
Toamasina,Madagascar,-18.1492,49.4023,2026-02-26 15:00:00+00:00,1.0,0.68,1.27,0.21,19.65
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-26 16:00:00+00:00,1.0,1.05,2.3,0.51,12.55
Antsirabe,Madagascar,-19.8659,47.0333,2026-02-26 16:00:00+00:00,1.0,0.5,0.76,0.2,12.11
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-02-26 16:00:00+00:00,1.0,0.58,0.74,0.23,20.04
London,England,51.5074,-0.1278,2026-02-26 16:00:00+00:00,2.0,2.49,5.91,5.96,81.83
Madrid,Spain,40.4168,-3.7038,2026-02-26 16:00:00+00:00,2.0,7.23,11.38,0.98,91.83
Mahajanga,Madagascar,-15.7167,46.3167,2026-02-26 16:00:00+00:00,1.0,0.51,0.57,0.1,7.63
Paris,France,48.8566,2.3522,2026-02-26 16:00:00+00:00,2.0,13.01,25.34,2.14,89.63
Toamasina,Madagascar,-18.1492,49.4023,2026-02-26 16:00:00+00:00,1.0,0.82,1.61,0.3,19.15
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-26 17:00:00+00:00,1.0,1.3,2.89,0.65,11.26
Antsirabe,Madagascar,-19.8659,47.0333,2026-02-26 17:00:00+00:00,1.0,0.55,0.91,0.24,11.41
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-02-26 17:00:00+00:00,1.0,0.6,0.87,0.28,19.03
London,England,51.5074,-0.1278,2026-02-26 17:00:00+00:00,2.0,2.5,5.82,6.59,81.29
Madrid,Spain,40.4168,-3.7038,2026-02-26 17:00:00+00:00,2.0,7.37,11.18,1.77,82.35
Mahajanga,Madagascar,-15.7167,46.3167,2026-02-26 17:00:00+00:00,1.0,0.51,0.58,0.12,6.76
Paris,France,48.8566,2.3522,2026-02-26 17:00:00+00:00,2.0,13.66,24.44,4.08,80.22
Toamasina,Madagascar,-18.1492,49.4023,2026-02-26 17:00:00+00:00,1.0,1.01,2.09,0.4,17.89
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-26 18:00:00+00:00,1.0,1.53,3.32,0.76,10.26
Antsirabe,Madagascar,-19.8659,47.0333,2026-02-26 18:00:00+00:00,1.0,0.61,1.0,0.27,10.74
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-02-26 18:00:00+00:00,1.0,0.64,0.96,0.31,18.15
London,England,51.5074,-0.1278,2026-02-26 18:00:00+00:00,2.0,2.47,5.77,6.83,81.22
Madrid,Spain,40.4168,-3.7038,2026-02-26 18:00:00+00:00,2.0,7.49,11.13,2.8,75.49
Mahajanga,Madagascar,-15.7167,46.3167,2026-02-26 18:00:00+00:00,1.0,0.52,0.59,0.13,6.14
Paris,France,48.8566,2.3522,2026-02-26 18:00:00+00:00,2.0,14.24,23.66,5.72,72.09
Toamasina,Madagascar,-18.1492,49.4023,2026-02-26 18:00:00+00:00,1.0,1.2,2.49,0.48,16.84
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-26 19:00:00+00:00,1.0,1.78,3.67,0.85,9.12
Antsirabe,Madagascar,-19.8659,47.0333,2026-02-26 19:00:00+00:00,1.0,0.67,1.09,0.31,9.85
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-02-26 19:00:00+00:00,1.0,0.68,1.03,0.32,17.23
London,England,51.5074,-0.1278,2026-02-26 19:00:00+00:00,2.0,2.45,5.86,6.92,81.43
Madrid,Spain,40.4168,-3.7038,2026-02-26 19:00:00+00:00,2.0,7.58,11.1,3.53,70.78
Mahajanga,Madagascar,-15.7167,46.3167,2026-02-26 19:00:00+00:00,1.0,0.53,0.6,0.15,5.81
Paris,France,48.8566,2.3522,2026-02-26 19:00:00+00:00,2.0,14.54,22.7,6.57,65.77
Toamasina,Madagascar,-18.1492,49.4023,2026-02-26 19:00:00+00:00,1.0,1.36,2.77,0.54,16.43
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-26 20:00:00+00:00,1.0,1.97,3.81,0.92,8.03
Antsirabe,Madagascar,-19.8659,47.0333,2026-02-26 20:00:00+00:00,1.0,0.73,1.13,0.33,8.85
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-02-26 20:00:00+00:00,1.0,0.7,1.08,0.32,16.76
London,England,51.5074,-0.1278,2026-02-26 20:00:00+00:00,2.0,2.44,5.99,6.87,81.1
Madrid,Spain,40.4168,-3.7038,2026-02-26 20:00:00+00:00,2.0,7.78,11.23,4.03,66.82
Mahajanga,Madagascar,-15.7167,46.3167,2026-02-26 20:00:00+00:00,1.0,0.54,0.62,0.16,5.8
Paris,France,48.8566,2.3522,2026-02-26 20:00:00+00:00,2.0,14.78,21.91,6.89,61.69
Toamasina,Madagascar,-18.1492,49.4023,2026-02-26 20:00:00+00:00,1.0,1.4,2.71,0.55,17.02
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-26 21:00:00+00:00,1.0,1.95,3.44,0.92,7.22
Antsirabe,Madagascar,-19.8659,47.0333,2026-02-26 21:00:00+00:00,1.0,0.74,1.08,0.34,8.03
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-02-26 21:00:00+00:00,1.0,0.72,1.06,0.3,16.62
London,England,51.5074,-0.1278,2026-02-26 21:00:00+00:00,2.0,2.46,6.17,6.66,80.85
Madrid,Spain,40.4168,-3.7038,2026-02-26 21:00:00+00:00,2.0,7.98,11.36,4.28,62.7
Mahajanga,Madagascar,-15.7167,46.3167,2026-02-26 21:00:00+00:00,1.0,0.54,0.63,0.17,6.22
Paris,France,48.8566,2.3522,2026-02-26 21:00:00+00:00,2.0,14.91,21.08,6.95,58.05
Toamasina,Madagascar,-18.1492,49.4023,2026-02-26 21:00:00+00:00,1.0,1.26,2.24,0.49,18.51
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-26 22:00:00+00:00,1.0,1.86,3.06,0.86,6.5
Antsirabe,Madagascar,-19.8659,47.0333,2026-02-26 22:00:00+00:00,1.0,0.74,1.04,0.34,7.47
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-02-26 22:00:00+00:00,1.0,0.7,1.01,0.28,16.51
London,England,51.5074,-0.1278,2026-02-26 22:00:00+00:00,2.0,2.51,6.32,6.13,81.42
Madrid,Spain,40.4168,-3.7038,2026-02-26 22:00:00+00:00,1.0,7.9,11.15,4.27,58.04
Mahajanga,Madagascar,-15.7167,46.3167,2026-02-26 22:00:00+00:00,1.0,0.54,0.63,0.17,7.27
Paris,France,48.8566,2.3522,2026-02-26 22:00:00+00:00,2.0,14.6,19.76,6.68,54.76
Toamasina,Madagascar,-18.1492,49.4023,2026-02-26 22:00:00+00:00,1.0,1.11,1.81,0.43,19.61
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-26 23:00:00+00:00,1.0,1.76,2.81,0.79,5.81
Antsirabe,Madagascar,-19.8659,47.0333,2026-02-26 23:00:00+00:00,1.0,0.75,1.02,0.34,6.94
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-02-26 23:00:00+00:00,1.0,0.65,0.93,0.27,16.22
London,England,51.5074,-0.1278,2026-02-26 23:00:00+00:00,2.0,2.63,6.31,5.29,83.45
Madrid,Spain,40.4168,-3.7038,2026-02-26 23:00:00+00:00,1.0,7.82,11.02,4.22,54.32
Mahajanga,Madagascar,-15.7167,46.3167,2026-02-26 23:00:00+00:00,1.0,0.55,0.64,0.18,8.25
Paris,France,48.8566,2.3522,2026-02-26 23:00:00+00:00,2.0,14.01,18.22,6.01,53.01
Toamasina,Madagascar,-18.1492,49.4023,2026-02-26 23:00:00+00:00,1.0,1.11,1.72,0.44,18.26
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-27 00:00:00+00:00,1.0,1.63,2.56,0.72,5.44
Antsirabe,Madagascar,-19.8659,47.0333,2026-02-27 00:00:00+00:00,1.0,0.76,1.01,0.36,6.56
Buenos Aires,Argentina,-34.6037,-58.3816,2026-02-27 00:00:00+00:00,1.0,2.06,4.5,1.51,24.28
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-02-27 00:00:00+00:00,1.0,0.63,0.85,0.26,16.01
London,England,51.5074,-0.1278,2026-02-27 00:00:00+00:00,2.0,2.96,6.47,4.54,85.57
Madrid,Spain,40.4168,-3.7038,2026-02-27 00:00:00+00:00,1.0,7.79,10.99,4.1,50.7
Mahajanga,Madagascar,-15.7167,46.3167,2026-02-27 00:00:00+00:00,1.0,0.55,0.67,0.19,9.35
Paris,France,48.8566,2.3522,2026-02-27 00:00:00+00:00,2.0,13.19,16.61,4.92,53.31
Toamasina,Madagascar,-18.1492,49.4023,2026-02-27 00:00:00+00:00,1.0,1.1,1.66,0.43,17.08
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-27 01:00:00+00:00,1.0,1.51,2.23,0.65,5.21
Antsirabe,Madagascar,-19.8659,47.0333,2026-02-27 01:00:00+00:00,1.0,0.77,0.98,0.37,6.25
Buenos Aires,Argentina,-34.6037,-58.3816,2026-02-27 01:00:00+00:00,1.0,2.06,4.5,1.51,24.28
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-02-27 01:00:00+00:00,1.0,0.64,0.83,0.25,15.58
London,England,51.5074,-0.1278,2026-02-27 01:00:00+00:00,2.0,3.56,6.42,3.8,87.15
Madrid,Spain,40.4168,-3.7038,2026-02-27 01:00:00+00:00,1.0,7.68,10.93,3.92,46.79
Mahajanga,Madagascar,-15.7167,46.3167,2026-02-27 01:00:00+00:00,1.0,0.55,0.7,0.2,10.02
Paris,France,48.8566,2.3522,2026-02-27 01:00:00+00:00,2.0,12.17,15.05,3.56,57.53
Toamasina,Madagascar,-18.1492,49.4023,2026-02-27 01:00:00+00:00,1.0,1.15,1.69,0.42,15.25
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-27 02:00:00+00:00,1.0,1.53,2.15,0.62,4.73
Antsirabe,Madagascar,-19.8659,47.0333,2026-02-27 02:00:00+00:00,1.0,0.76,0.95,0.37,5.81
Buenos Aires,Argentina,-34.6037,-58.3816,2026-02-27 02:00:00+00:00,1.0,2.09,4.52,1.69,22.63
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-02-27 02:00:00+00:00,1.0,0.66,0.85,0.26,14.76
London,England,51.5074,-0.1278,2026-02-27 02:00:00+00:00,2.0,4.26,6.66,3.54,87.23
Madrid,Spain,40.4168,-3.7038,2026-02-27 02:00:00+00:00,1.0,7.63,11.03,3.79,43.58
Mahajanga,Madagascar,-15.7167,46.3167,2026-02-27 02:00:00+00:00,1.0,0.55,0.69,0.2,9.74
Paris,France,48.8566,2.3522,2026-02-27 02:00:00+00:00,2.0,11.6,14.26,2.86,58.88
Toamasina,Madagascar,-18.1492,49.4023,2026-02-27 02:00:00+00:00,1.0,1.24,1.81,0.41,13.26
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-27 03:00:00+00:00,1.0,1.65,2.34,0.63,4.31
Antsirabe,Madagascar,-19.8659,47.0333,2026-02-27 03:00:00+00:00,1.0,0.76,0.95,0.37,5.38
Buenos Aires,Argentina,-34.6037,-58.3816,2026-02-27 03:00:00+00:00,1.0,2.12,4.55,1.82,22.0
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-02-27 03:00:00+00:00,1.0,0.68,0.89,0.27,14.14
London,England,51.5074,-0.1278,2026-02-27 03:00:00+00:00,2.0,4.65,6.71,3.43,87.0
Madrid,Spain,40.4168,-3.7038,2026-02-27 03:00:00+00:00,1.0,7.68,11.34,3.76,41.08
Mahajanga,Madagascar,-15.7167,46.3167,2026-02-27 03:00:00+00:00,1.0,0.54,0.68,0.21,9.35
Paris,France,48.8566,2.3522,2026-02-27 03:00:00+00:00,2.0,11.28,14.14,2.38,60.27
Toamasina,Madagascar,-18.1492,49.4023,2026-02-27 03:00:00+00:00,1.0,1.35,1.98,0.39,12.19
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-27 04:00:00+00:00,1.0,2.01,3.17,0.69,4.2
Antsirabe,Madagascar,-19.8659,47.0333,2026-02-27 04:00:00+00:00,1.0,0.77,1.02,0.37,5.09
Buenos Aires,Argentina,-34.6037,-58.3816,2026-02-27 04:00:00+00:00,1.0,2.18,4.76,1.99,23.84
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-02-27 04:00:00+00:00,1.0,0.71,1.0,0.29,13.59
London,England,51.5074,-0.1278,2026-02-27 04:00:00+00:00,2.0,4.62,6.15,3.39,86.62
Madrid,Spain,40.4168,-3.7038,2026-02-27 04:00:00+00:00,1.0,7.84,11.82,3.81,39.14
Mahajanga,Madagascar,-15.7167,46.3167,2026-02-27 04:00:00+00:00,1.0,0.54,0.7,0.21,8.84
Paris,France,48.8566,2.3522,2026-02-27 04:00:00+00:00,2.0,11.15,14.6,2.04,62.38
Toamasina,Madagascar,-18.1492,49.4023,2026-02-27 04:00:00+00:00,1.0,1.53,2.36,0.4,11.97
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-27 05:00:00+00:00,1.0,2.39,4.13,0.69,4.61
Antsirabe,Madagascar,-19.8659,47.0333,2026-02-27 05:00:00+00:00,1.0,0.78,1.15,0.3,5.17
Buenos Aires,Argentina,-34.6037,-58.3816,2026-02-27 05:00:00+00:00,1.0,2.39,5.09,2.46,23.39
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-02-27 05:00:00+00:00,1.0,0.73,1.12,0.26,13.63
London,England,51.5074,-0.1278,2026-02-27 05:00:00+00:00,2.0,4.53,5.65,3.46,85.78
Madrid,Spain,40.4168,-3.7038,2026-02-27 05:00:00+00:00,1.0,8.11,12.45,3.89,37.52
Mahajanga,Madagascar,-15.7167,46.3167,2026-02-27 05:00:00+00:00,1.0,0.54,0.76,0.17,8.43
Paris,France,48.8566,2.3522,2026-02-27 05:00:00+00:00,2.0,11.11,15.18,1.89,64.67
Toamasina,Madagascar,-18.1492,49.4023,2026-02-27 05:00:00+00:00,1.0,1.68,2.73,0.43,12.06
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-27 06:00:00+00:00,1.0,2.64,4.84,0.67,6.25
Antsirabe,Madagascar,-19.8659,47.0333,2026-02-27 06:00:00+00:00,1.0,0.78,1.22,0.24,6.04
Buenos Aires,Argentina,-34.6037,-58.3816,2026-02-27 06:00:00+00:00,1.0,2.69,5.56,3.05,22.55
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-02-27 06:00:00+00:00,1.0,0.72,1.11,0.2,15.12
London,England,51.5074,-0.1278,2026-02-27 06:00:00+00:00,2.0,4.52,5.42,3.58,84.7
Madrid,Spain,40.4168,-3.7038,2026-02-27 06:00:00+00:00,1.0,8.42,13.13,4.3,36.08
Mahajanga,Madagascar,-15.7167,46.3167,2026-02-27 06:00:00+00:00,1.0,0.54,0.8,0.13,8.7
Paris,France,48.8566,2.3522,2026-02-27 06:00:00+00:00,2.0,11.16,15.61,2.16,66.64
Toamasina,Madagascar,-18.1492,49.4023,2026-02-27 06:00:00+00:00,1.0,1.64,2.74,0.44,13.79
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-27 07:00:00+00:00,1.0,1.59,3.19,0.45,12.06
Antsirabe,Madagascar,-19.8659,47.0333,2026-02-27 07:00:00+00:00,1.0,0.67,1.01,0.21,9.49
Buenos Aires,Argentina,-34.6037,-58.3816,2026-02-27 07:00:00+00:00,1.0,3.02,6.1,3.67,21.54
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-02-27 07:00:00+00:00,1.0,0.58,0.76,0.12,19.96
London,England,51.5074,-0.1278,2026-02-27 07:00:00+00:00,2.0,4.37,5.42,3.81,83.64
Madrid,Spain,40.4168,-3.7038,2026-02-27 07:00:00+00:00,1.0,8.58,13.69,4.99,34.61
Mahajanga,Madagascar,-15.7167,46.3167,2026-02-27 07:00:00+00:00,1.0,0.51,0.69,0.09,11.97
Paris,France,48.8566,2.3522,2026-02-27 07:00:00+00:00,2.0,11.12,15.79,2.7,67.55
Toamasina,Madagascar,-18.1492,49.4023,2026-02-27 07:00:00+00:00,1.0,0.9,1.53,0.24,22.17
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-27 08:00:00+00:00,1.0,1.42,2.92,0.38,13.95
Antsirabe,Madagascar,-19.8659,47.0333,2026-02-27 08:00:00+00:00,1.0,0.64,0.97,0.21,10.21
Buenos Aires,Argentina,-34.6037,-58.3816,2026-02-27 08:00:00+00:00,1.0,3.33,6.56,4.2,20.41
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-02-27 08:00:00+00:00,1.0,0.57,0.74,0.1,20.73
London,England,51.5074,-0.1278,2026-02-27 08:00:00+00:00,2.0,3.89,5.09,4.26,82.1
Madrid,Spain,40.4168,-3.7038,2026-02-27 08:00:00+00:00,1.0,8.62,14.13,5.36,34.48
Mahajanga,Madagascar,-15.7167,46.3167,2026-02-27 08:00:00+00:00,1.0,0.5,0.63,0.06,12.51
Paris,France,48.8566,2.3522,2026-02-27 08:00:00+00:00,2.0,11.12,16.24,3.05,67.52
Toamasina,Madagascar,-18.1492,49.4023,2026-02-27 08:00:00+00:00,1.0,0.82,1.43,0.18,23.15
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-27 09:00:00+00:00,1.0,1.44,2.93,0.34,14.97
Antsirabe,Madagascar,-19.8659,47.0333,2026-02-27 09:00:00+00:00,1.0,0.63,0.98,0.22,10.94
Buenos Aires,Argentina,-34.6037,-58.3816,2026-02-27 09:00:00+00:00,1.0,3.6,7.01,4.76,19.39
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-02-27 09:00:00+00:00,1.0,0.57,0.74,0.1,20.77
London,England,51.5074,-0.1278,2026-02-27 09:00:00+00:00,2.0,3.18,4.39,4.79,80.57
Madrid,Spain,40.4168,-3.7038,2026-02-27 09:00:00+00:00,1.0,8.61,14.51,4.34,37.15
Mahajanga,Madagascar,-15.7167,46.3167,2026-02-27 09:00:00+00:00,1.0,0.5,0.61,0.05,12.39
Paris,France,48.8566,2.3522,2026-02-27 09:00:00+00:00,2.0,11.45,17.66,2.78,67.81
Toamasina,Madagascar,-18.1492,49.4023,2026-02-27 09:00:00+00:00,1.0,0.83,1.48,0.13,24.17
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-27 10:00:00+00:00,1.0,1.04,2.13,0.31,16.17
Antsirabe,Madagascar,-19.8659,47.0333,2026-02-27 10:00:00+00:00,1.0,0.62,0.91,0.23,12.72
Buenos Aires,Argentina,-34.6037,-58.3816,2026-02-27 10:00:00+00:00,1.0,3.77,7.35,5.32,18.44
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-02-27 10:00:00+00:00,1.0,0.57,0.73,0.09,22.73
London,England,51.5074,-0.1278,2026-02-27 10:00:00+00:00,2.0,2.62,3.83,5.36,78.64
Madrid,Spain,40.4168,-3.7038,2026-02-27 10:00:00+00:00,1.0,9.02,15.69,3.27,53.91
Mahajanga,Madagascar,-15.7167,46.3167,2026-02-27 10:00:00+00:00,1.0,0.5,0.56,0.04,12.95
